environment,avg_building_height_m,street_width_m,building_separation_m,street_orientation_deg,tx_antenna_height_m,rx_antenna_height_m,building_path_length_m,link_distance_m,path_loss_dB,delay_spread_ns
urban,68.21,29.67,18.97,62.91,21.06,9.74,216.79,499.8,115.78210678622989,208.6585825613163
urban,18.83,24.97,35.69,44.38,33.66,1.29,295.95,247.84,88.74334830628189,184.8440981464918
urban,67.31,34.67,7.33,80.39,33.15,6.4,135.17,276.81,143.72451147838478,67.39725348659529
urban,6.18,18.5,39.62,0.41,15.85,7.54,181.03,349.35,121.82494990257969,296.32929542815697
urban,15.11,12.58,24.23,60.74,27.22,4.76,158.14,259.53,126.21159673335515,221.27356747207105
urban,88.48,10.3,18.46,83.87,24.56,5.95,253.67,214.49,110.13975760954837,240.48906075686514
urban,55.43,15.49,10.91,61.33,35.64,9.41,255.48,368.1,106.19287846445478,170.16391826962288
urban,8.35,12.13,20.2,0.94,24.12,8.57,90.65,113.75,113.1883149518519,145.3421511087927
urban,44.22,17.89,19.58,12.24,36.12,1.35,85.94,100.25,98.71957740947258,263.75400673123045
urban,9.86,9.31,73.75,54.09,29.6,6.74,272.28,160.25,112.26821321788913,147.19929377224787
urban,8.15,7.22,41.04,17.63,32.68,3.75,29.14,120.79,108.78483570391987,164.29602625450948
urban,10.61,10.27,27.09,57.66,32.67,3.56,98.91,178.57,80.95926714757604,118.2018991166837
urban,4.13,5.29,71.19,85.77,49.2,9.36,190.51,61.21,91.47618029012308,172.81598577521248
urban,7.22,11.62,48.1,37.88,41.28,3.84,20.47,158.54,119.85079041581001,187.03696205700376
urban,49.3,18.0,12.82,53.03,11.96,7.18,62.88,381.74,122.01845149215315,129.96361181235648
urban,14.84,23.99,23.32,44.09,48.7,2.81,299.17,221.76,88.67766321787896,259.16228518708635
urban,8.06,18.83,31.02,3.42,17.11,2.49,70.22,323.62,116.90848950906951,198.73282799459113
urban,5.39,10.15,52.98,8.36,10.81,2.59,170.5,209.43,108.0582109977521,250.03972042491995
urban,6.81,6.53,55.1,20.87,40.1,3.92,196.26,103.9,119.25611280607403,65.30064567511153
urban,4.37,13.89,34.45,66.69,13.91,9.37,49.37,475.42,88.17813087370502,256.9069043764699
urban,4.21,12.1,42.37,7.9,17.48,6.72,24.77,170.33,119.51928443132897,136.66516349212355
urban,14.65,15.82,23.61,65.85,43.36,5.41,27.56,413.84,113.30998411570994,223.3090948534386
urban,16.83,23.59,36.21,1.99,40.2,5.64,290.09,53.38,110.73364779941917,161.81408262110432
urban,16.29,13.23,26.25,27.49,39.25,3.97,281.99,275.77,132.81169078202004,72.52162926457684
urban,4.95,14.34,48.55,39.05,24.95,7.86,27.8,383.83,96.11536541888728,162.10607431047464
urban,114.87,33.36,19.48,81.7,41.34,5.24,151.66,297.88,126.77946603335774,269.82034695687696
urban,29.38,17.02,23.42,65.3,36.63,3.56,155.66,227.96,125.13012880222703,120.71283860012318
urban,9.14,18.58,35.95,2.54,24.15,3.26,84.81,192.51,93.23739607397611,249.1318953507194
urban,9.69,10.37,37.36,15.72,24.89,4.35,281.49,448.81,92.46424317886547,95.16344997359484
urban,33.33,27.74,16.4,51.09,43.52,6.75,198.43,485.16,85.2646661773741,299.9486949736048
urban,9.99,14.86,25.04,1.97,21.83,6.35,288.73,151.44,107.967409998575,293.06602769451524
urban,64.96,36.77,14.08,12.83,17.94,6.03,51.21,259.6,125.04792528339517,224.84470913618682
urban,9.6,19.26,35.01,36.31,31.11,6.23,239.61,455.28,107.92996717731229,192.64446073560183
urban,8.71,11.25,52.39,6.77,32.84,4.77,102.4,391.69,125.3367688029865,79.30048366686961
urban,92.87,35.06,11.66,18.57,32.78,2.47,231.31,369.7,101.01464240404613,196.7526962470508
urban,9.61,13.34,46.95,28.04,20.78,6.6,191.85,191.14,85.21323061491461,282.72613561830065
urban,7.22,4.06,66.81,39.99,20.77,2.96,162.48,250.57,131.2750318797021,83.92395446589074
urban,109.72,32.13,16.22,14.75,26.78,3.38,141.9,187.79,141.22994542420628,105.51160440717648
urban,7.44,18.73,45.77,74.61,10.65,2.49,117.26,491.42,139.11082859720887,103.98164180574958
urban,49.04,25.24,10.29,18.69,30.51,6.06,198.18,137.63,120.41672354515735,150.7736470934077
urban,4.95,11.01,62.74,63.0,29.43,8.29,209.31,416.28,91.30487304397073,250.6433149496587
urban,6.46,16.94,23.39,44.45,22.87,4.64,278.82,157.55,93.0881040478933,99.15788656938571
urban,38.3,26.64,14.4,72.71,38.01,1.4,82.37,244.93,96.9102275099455,274.9685818702392
urban,6.28,8.75,69.26,68.09,45.68,7.19,51.37,407.94,114.14827497727923,86.53779639550461
urban,11.81,7.96,34.23,3.06,40.91,5.39,239.12,215.55,117.0281919342006,89.08828851854074
urban,6.19,7.56,74.47,53.68,30.99,9.63,217.53,336.72,133.06456241805634,105.38290886956563
urban,9.04,4.04,73.55,6.68,29.19,1.73,273.08,176.47,143.5746302853851,292.22116794218675
urban,8.5,12.22,61.94,77.35,36.75,7.83,222.69,440.99,111.12795163387054,293.5143048883808
urban,6.21,19.1,43.09,46.6,28.21,2.73,86.98,37.82,122.90454783953615,215.92392585396152
urban,40.13,24.88,16.83,14.06,29.86,7.95,130.7,371.78,111.16687912137157,158.2715596194609
urban,12.65,11.02,28.75,75.55,15.93,5.84,135.99,211.41,118.17074036219692,293.8639672971535
urban,61.92,13.9,15.2,84.73,35.8,2.68,220.35,134.45,133.22407969294676,180.6446506268056
urban,8.52,6.09,40.07,82.48,49.53,3.71,281.09,352.93,122.90063504180571,199.77102840614222
urban,8.44,14.89,35.88,78.07,38.88,6.96,296.42,99.63,129.63906460841557,194.51550079356227
urban,6.91,5.67,65.16,6.57,40.74,4.48,96.06,479.71,105.8611366482805,138.4375917024837
urban,10.19,19.42,37.7,84.42,22.4,3.36,192.93,358.3,128.50960233123158,93.25717963095562
urban,27.15,18.04,22.4,7.68,20.36,5.36,100.38,418.6,116.38047991924185,284.54282668616145
urban,43.48,12.04,16.28,64.27,30.73,4.96,45.86,137.66,113.02899164257431,100.61561659402142
urban,7.71,18.05,21.13,83.77,29.34,8.57,62.83,432.12,141.72258216691077,225.28078761534877
urban,8.28,12.24,59.05,64.94,22.07,1.62,92.67,444.61,107.79707540277748,101.91232101216598
urban,18.32,14.3,17.64,81.67,24.64,2.34,238.4,430.0,91.96085675848192,54.34654720297462
urban,98.34,10.77,15.8,8.78,23.91,3.38,166.83,399.06,134.70443586258924,191.7848652598955
urban,8.55,17.62,23.75,27.75,35.35,5.56,47.78,38.62,94.21764776756226,256.7623284656123
urban,5.61,9.53,55.04,17.73,29.64,9.05,289.54,365.49,85.97029203314531,186.38460453229175
urban,15.69,18.3,15.89,57.59,35.36,8.45,232.72,110.44,135.03780388052337,68.78045163362374
urban,90.17,34.22,19.87,63.3,20.43,8.2,116.87,442.21,117.99311111904655,162.850397339464
urban,9.76,12.74,27.69,16.8,47.13,5.1,27.52,48.31,106.25692473700919,71.18478226434058
urban,44.01,22.43,16.05,61.22,18.69,7.17,65.88,252.13,136.1680030792301,115.74557744191465
urban,35.85,21.22,18.08,57.58,17.2,2.56,258.31,136.95,93.14383575705534,182.65709019986542
urban,53.14,22.54,7.34,60.17,33.56,8.29,134.52,108.89,94.14196879347715,95.52362319375416
urban,7.64,7.5,24.94,37.06,33.65,5.89,44.0,149.89,139.0801133663732,179.65970166968873
urban,9.59,13.32,36.49,72.51,19.18,7.12,131.12,25.97,121.85396909119424,139.3464161680551
urban,5.94,8.93,35.15,11.52,39.06,3.95,295.58,275.57,132.63175280807639,126.5301948904147
urban,7.9,5.42,76.06,70.35,39.52,9.04,188.35,342.3,131.71419805947394,106.24304767177723
urban,9.54,16.92,35.08,26.1,28.23,7.97,247.08,320.43,88.03197483808266,128.16062126449765
urban,8.45,14.77,52.43,48.41,24.17,2.51,231.9,363.83,141.23951738642504,225.48340156879465
urban,112.54,34.09,14.58,37.36,40.39,9.25,79.45,297.17,94.08772979172159,183.29452760557305
urban,7.41,9.57,65.26,81.83,25.28,2.37,86.27,337.53,110.89071346630362,111.88427843044245
urban,9.02,11.23,30.58,34.47,25.78,3.78,187.16,403.29,125.53787737645797,114.15939016072004
urban,51.59,16.96,15.29,20.67,25.4,4.95,225.93,377.1,125.84684357468115,192.7059608111398
urban,9.18,13.66,20.66,66.38,20.59,5.48,33.89,152.44,141.48106157397572,134.7203813329285
urban,17.49,20.53,33.28,89.63,35.46,2.5,108.26,199.46,113.21273664317795,160.0669362314091
urban,32.81,18.83,11.97,69.15,14.63,6.92,101.96,25.35,115.97114197694262,53.564985904486065
urban,11.19,6.76,41.68,1.71,16.84,3.84,39.93,438.62,110.2859567636795,118.32060996783912
urban,47.36,20.51,24.44,70.62,29.44,2.06,150.45,341.85,135.40567546097714,108.10181752849633
urban,42.68,16.42,18.48,19.14,11.14,4.87,40.49,81.59,141.82737890034008,185.10529033860192
urban,19.76,22.29,22.99,47.71,36.39,4.16,249.59,110.63,93.04105062798357,161.97088483179746
urban,71.65,24.16,7.72,81.45,49.73,1.93,139.84,341.33,149.36403068544112,294.0949703120076
urban,86.75,30.08,11.97,0.11,18.59,6.12,140.46,470.38,141.10694156144635,117.7508680302864
urban,6.59,6.08,45.53,66.84,45.15,2.95,188.23,489.45,122.52957657467284,238.21122328906765
urban,9.94,15.91,48.98,37.39,49.35,8.19,292.66,100.14,103.67991468256197,179.43176171187838
urban,74.3,10.33,13.28,70.24,23.45,8.61,270.73,245.38,99.35377999068382,280.37181206315904
urban,8.21,7.59,24.11,19.04,17.22,7.55,73.79,100.01,106.13441276867113,82.43519634302166
urban,4.43,9.14,41.48,33.25,35.63,4.87,213.78,499.25,82.31348314182888,269.8748722024371
urban,56.43,36.75,8.66,33.59,46.24,6.0,112.52,47.19,143.7874054352722,292.14498468350325
urban,49.91,12.83,13.03,59.01,37.54,4.41,33.94,109.25,85.43417016999652,62.5100353701944
urban,11.94,18.2,40.61,79.03,27.06,6.89,188.27,60.71,129.26728866678232,67.80661156476285
urban,8.04,6.94,43.34,20.07,39.48,8.12,98.09,61.07,131.45237201868224,290.51771673096425
urban,28.66,18.92,12.71,20.08,14.72,6.98,223.3,83.31,118.36414057003137,83.36061002154167
urban,16.5,13.19,36.94,6.28,12.83,8.77,148.74,397.83,132.02955733188034,59.356727785261
urban,6.67,7.69,49.07,3.66,45.48,5.82,93.08,358.37,101.13183310259478,83.70298596304943
urban,9.97,22.93,24.38,25.92,39.55,6.08,177.66,186.06,127.6248360291654,270.1860389510314
urban,9.6,13.0,67.06,33.19,21.57,1.89,149.64,172.13,133.96784116215682,61.45360914871452
urban,14.46,10.27,39.95,24.01,10.36,4.0,263.14,215.18,128.13019274532,141.22054181675796
urban,114.62,24.66,8.56,37.63,37.52,5.3,158.15,65.4,87.88447761061262,135.10795476117465
urban,7.14,5.09,42.54,41.81,15.42,8.96,105.59,181.48,134.3488800315177,284.19010327059516
urban,8.26,4.81,79.06,14.64,23.33,7.78,58.36,366.02,107.51313751532533,93.32234347669026
urban,10.62,19.16,30.7,81.19,44.17,2.83,211.68,411.85,98.16037798038651,164.48891484345677
urban,55.81,21.3,17.77,22.87,36.18,6.02,243.79,300.03,100.7186226775539,268.0642696412732
urban,54.49,10.32,22.13,68.15,13.38,6.08,274.44,399.46,95.07969973260711,299.5726433598513
urban,7.59,6.74,34.36,9.11,36.0,9.57,109.08,52.34,118.16698153722193,51.67233077838344
urban,5.99,4.39,63.89,9.61,47.61,3.57,197.1,447.5,114.68860077778666,259.1191475435808
urban,46.45,26.48,8.19,79.78,21.12,1.41,77.15,186.78,128.31030311271115,165.14707791385626
urban,11.06,18.42,23.66,87.04,30.97,6.69,79.63,358.16,120.1105606765219,262.8834866343151
urban,9.17,17.31,25.16,79.74,27.51,8.78,268.03,446.34,131.22851384213087,128.8618659748915
urban,4.01,8.71,59.49,17.0,18.02,9.79,156.45,148.92,99.20139446662016,233.66950805722843
urban,9.15,12.94,31.62,32.5,49.36,5.43,292.85,273.93,121.58076673035755,233.69772569530406
urban,49.92,14.49,5.01,47.98,40.91,9.86,180.84,154.94,127.90636756086691,122.70952619652532
urban,4.39,4.47,67.8,41.48,24.7,4.79,52.56,295.92,142.29005339174674,81.94671002620305
urban,6.38,12.16,62.08,35.97,15.46,7.89,199.05,99.16,118.38338483970261,124.37284432834737
urban,5.55,11.46,56.09,57.76,15.43,2.39,175.0,330.86,105.02443134804481,227.8877832327606
urban,45.62,20.74,12.91,59.64,38.33,1.73,146.2,179.79,116.07924099217495,64.05130373300794
urban,34.92,23.91,24.8,53.04,35.86,2.17,96.41,251.91,99.62062549785752,94.994383739525
urban,15.28,24.78,25.4,43.53,29.05,8.97,286.4,490.53,120.37075382722439,227.2789209617414
urban,35.78,17.08,14.97,19.97,10.58,7.49,236.81,494.21,85.39767762457534,175.6887532338282
urban,97.14,16.38,18.1,27.86,48.61,2.0,288.62,269.35,141.2287937007155,219.96621030391472
urban,50.26,28.31,15.37,28.72,28.92,6.12,235.19,466.64,145.5051966472272,294.8943939348609
urban,18.57,13.37,22.69,51.76,43.5,1.27,187.97,40.78,118.54161788429538,261.77610050056444
urban,18.22,15.71,30.53,62.63,49.43,9.14,59.51,489.35,97.80520867964486,206.68316751594008
urban,107.76,29.51,19.18,30.74,47.33,7.02,55.54,452.46,137.29937649163332,99.59951135878032
urban,8.61,10.2,36.55,4.01,25.4,2.21,258.45,165.41,119.30294035243777,62.28465320010866
urban,5.46,14.8,71.21,41.99,39.75,6.73,181.92,313.16,95.33931810355384,67.33043932791317
urban,11.85,19.69,23.94,84.07,23.59,4.46,255.49,265.11,130.1645210399349,120.93314160381888
urban,97.87,11.13,12.47,7.28,21.31,6.64,146.33,269.37,116.48185625745029,197.97921541274633
urban,7.58,4.53,65.0,31.19,25.05,8.95,134.91,434.68,107.89881764233428,61.719302018934926
urban,8.94,13.95,19.47,56.33,32.67,1.29,224.72,120.99,100.7599079552233,61.4529145646774
urban,93.57,26.9,5.11,0.57,36.62,7.9,270.5,315.16,135.42262694549936,215.34785329145464
urban,6.51,6.57,29.1,26.69,20.4,7.74,247.33,61.74,118.43698426286339,143.76276343044387
urban,7.03,4.47,36.89,21.38,24.84,2.37,71.58,262.58,108.70076551955114,69.77392527642228
urban,38.45,12.31,21.82,70.96,17.84,8.36,58.47,196.27,103.88792189166531,127.95852612147694
urban,50.59,19.52,24.77,87.81,35.14,7.94,212.43,384.15,81.58602109880263,154.61646326528506
urban,49.54,23.21,11.61,87.52,11.35,4.97,154.42,60.73,106.61359697434074,95.2542735896978
urban,9.35,7.9,26.48,7.15,23.31,7.82,144.88,239.02,110.60828286838031,243.3201193841704
urban,10.03,15.66,36.5,89.67,26.65,4.19,129.37,214.83,109.10294114860093,73.25681365809032
urban,113.63,12.45,18.03,43.52,43.48,8.65,67.24,390.53,144.1384166355549,75.46500667301632
urban,39.91,10.55,11.33,79.78,22.72,9.1,75.96,144.83,116.5539923684707,180.72299878146595
urban,9.31,10.08,26.03,84.25,43.16,2.68,146.48,188.36,107.2297261954377,204.1856276543007
urban,13.0,8.67,17.14,61.94,23.93,6.95,237.8,383.86,137.96921698022206,242.8639252335952
urban,5.69,4.76,79.28,81.75,42.82,1.82,48.65,412.16,130.7276812220937,154.80786103382383
urban,10.4,23.44,33.71,15.64,14.14,7.84,94.36,29.41,97.10799038001761,109.98397789250009
urban,7.11,12.5,38.89,10.16,49.17,2.47,82.97,26.73,104.89249967434135,63.55916699431437
urban,37.77,14.4,21.9,26.56,47.98,2.66,288.36,27.45,97.37788016476036,251.93817564114804
urban,9.76,12.05,18.57,84.66,29.88,5.18,211.95,344.73,115.16294031168528,235.55793209383424
urban,9.36,8.57,71.74,16.56,12.08,9.68,222.67,109.09,99.36066864436896,70.84202673814764
urban,8.63,8.71,63.12,38.87,23.39,2.62,102.08,224.95,97.44586190312332,239.6165234011943
urban,17.66,13.62,30.77,81.93,47.23,5.96,95.06,327.05,83.97228694191321,145.21968072581888
