environment,avg_building_height_m,street_width_m,building_separation_m,street_orientation_deg,tx_antenna_height_m,rx_antenna_height_m,building_path_length_m,link_distance_m,path_loss_dB,delay_spread_ns
mountain,4.71,14.08,35.08,28.77,46.07,9.8,195.56,296.33,110.28088079364007,129.49138005940713
mountain,7.37,7.22,70.89,89.49,43.38,7.94,192.13,315.76,124.45825112756722,163.06688983541565
mountain,43.43,10.63,20.7,79.73,33.12,2.87,122.83,170.62,119.46089473381305,198.56994269067457
mountain,13.89,17.39,32.91,61.76,48.88,6.59,130.41,418.14,79.76947298497394,116.69928593873509
mountain,4.13,12.48,79.58,50.17,47.47,8.74,192.85,343.99,99.3862181778789,48.004498268852764
mountain,68.21,29.67,18.97,62.91,21.06,9.74,216.79,499.8,100.99798494189446,118.57253039509884
mountain,18.83,24.97,35.69,44.38,33.66,1.29,295.95,247.84,73.96767946226214,170.92635762832572
mountain,67.31,34.67,7.33,80.39,33.15,6.4,135.17,276.81,67.06376501743291,88.97709975578502
mountain,6.18,18.5,39.62,0.41,15.85,7.54,181.03,349.35,92.22957172467781,187.44158104982714
mountain,15.11,12.58,24.23,60.74,27.22,4.76,158.14,259.53,95.86748976872178,93.82642748244297
mountain,88.48,10.3,18.46,83.87,24.56,5.95,253.67,214.49,93.64295063012665,189.42526209147866
mountain,55.43,15.49,10.91,61.33,35.64,9.41,255.48,368.1,96.07788626929863,194.84098689312336
mountain,8.35,12.13,20.2,0.94,24.12,8.57,90.65,113.75,117.94724471717758,42.54830174787456
mountain,44.22,17.89,19.58,12.24,36.12,1.35,85.94,100.25,79.27052016794049,22.962497063620525
mountain,9.86,9.31,73.75,54.09,29.6,6.74,272.28,160.25,121.31822243175206,24.34642412636598
mountain,8.15,7.22,41.04,17.63,32.68,3.75,29.14,120.79,109.06576742963861,103.13227892626914
mountain,10.61,10.27,27.09,57.66,32.67,3.56,98.91,178.57,75.36812408048489,52.38453340520613
mountain,4.13,5.29,71.19,85.77,49.2,9.36,190.51,61.21,106.02127262908577,37.82939243624258
mountain,7.22,11.62,48.1,37.88,41.28,3.84,20.47,158.54,73.46323935666568,122.98691551038009
mountain,49.3,18.0,12.82,53.03,11.96,7.18,62.88,381.74,92.81430784199111,56.36910102005521
mountain,14.84,23.99,23.32,44.09,48.7,2.81,299.17,221.76,69.8253121241142,178.24840306917238
mountain,8.06,18.83,31.02,3.42,17.11,2.49,70.22,323.62,100.46702631801062,160.745694663864
mountain,5.39,10.15,52.98,8.36,10.81,2.59,170.5,209.43,80.22016012317845,60.71206752715595
mountain,6.81,6.53,55.1,20.87,40.1,3.92,196.26,103.9,93.27487363711889,60.12568338669381
mountain,4.37,13.89,34.45,66.69,13.91,9.37,49.37,475.42,88.88804807813936,46.29698209668255
mountain,4.21,12.1,42.37,7.9,17.48,6.72,24.77,170.33,115.04083534541218,174.5123146036822
mountain,14.65,15.82,23.61,65.85,43.36,5.41,27.56,413.84,121.47897097769068,42.04268739830967
mountain,16.83,23.59,36.21,1.99,40.2,5.64,290.09,53.38,105.57166215844107,25.99749358476678
mountain,16.29,13.23,26.25,27.49,39.25,3.97,281.99,275.77,118.82423625771129,196.62986281222524
mountain,4.95,14.34,48.55,39.05,24.95,7.86,27.8,383.83,84.04508611317947,22.175184325097266
mountain,114.87,33.36,19.48,81.7,41.34,5.24,151.66,297.88,84.02897391739558,57.8475639053765
mountain,29.38,17.02,23.42,65.3,36.63,3.56,155.66,227.96,113.7401750302345,91.83647153118389
mountain,9.14,18.58,35.95,2.54,24.15,3.26,84.81,192.51,122.95468692730377,20.907940374749757
mountain,9.69,10.37,37.36,15.72,24.89,4.35,281.49,448.81,99.08744551394611,159.34539092593562
mountain,33.33,27.74,16.4,51.09,43.52,6.75,198.43,485.16,83.3759453803458,97.59004756998776
mountain,9.99,14.86,25.04,1.97,21.83,6.35,288.73,151.44,93.87048474781602,104.90563740386914
mountain,64.96,36.77,14.08,12.83,17.94,6.03,51.21,259.6,85.50198763576945,130.32741071412843
mountain,9.6,19.26,35.01,36.31,31.11,6.23,239.61,455.28,86.97214951153259,118.86072714433473
mountain,8.71,11.25,52.39,6.77,32.84,4.77,102.4,391.69,80.7805752165299,42.823540803381654
mountain,92.87,35.06,11.66,18.57,32.78,2.47,231.31,369.7,71.7844453701407,60.62797185416933
mountain,9.61,13.34,46.95,28.04,20.78,6.6,191.85,191.14,96.926883867731,138.2152846763592
mountain,7.22,4.06,66.81,39.99,20.77,2.96,162.48,250.57,100.08798366563991,192.68293342362625
mountain,109.72,32.13,16.22,14.75,26.78,3.38,141.9,187.79,124.98629192522426,126.92784252308655
mountain,7.44,18.73,45.77,74.61,10.65,2.49,117.26,491.42,122.16506430161056,188.08851544253167
mountain,49.04,25.24,10.29,18.69,30.51,6.06,198.18,137.63,123.14196705056058,126.7490669812732
mountain,4.95,11.01,62.74,63.0,29.43,8.29,209.31,416.28,116.06912127560147,177.28141158288133
mountain,6.46,16.94,23.39,44.45,22.87,4.64,278.82,157.55,94.75733285658896,139.5773302738283
mountain,38.3,26.64,14.4,72.71,38.01,1.4,82.37,244.93,120.62678377024291,75.07296522429934
mountain,6.28,8.75,69.26,68.09,45.68,7.19,51.37,407.94,109.83963704006213,168.23267251800303
mountain,11.81,7.96,34.23,3.06,40.91,5.39,239.12,215.55,92.79744148557627,80.30613846102732
mountain,6.19,7.56,74.47,53.68,30.99,9.63,217.53,336.72,99.80288170130264,86.54404195504199
mountain,9.04,4.04,73.55,6.68,29.19,1.73,273.08,176.47,90.34441030617408,25.04690155520991
mountain,8.5,12.22,61.94,77.35,36.75,7.83,222.69,440.99,73.42290247846417,47.74269441690694
mountain,6.21,19.1,43.09,46.6,28.21,2.73,86.98,37.82,79.4324789505021,81.32081690725482
mountain,40.13,24.88,16.83,14.06,29.86,7.95,130.7,371.78,108.60920922952869,98.30383594030361
mountain,12.65,11.02,28.75,75.55,15.93,5.84,135.99,211.41,107.83740531256119,21.455054323371602
mountain,61.92,13.9,15.2,84.73,35.8,2.68,220.35,134.45,114.64353846330854,144.88856026514998
mountain,8.52,6.09,40.07,82.48,49.53,3.71,281.09,352.93,100.04268931823876,98.69451822909284
mountain,8.44,14.89,35.88,78.07,38.88,6.96,296.42,99.63,90.62404084912626,98.4858103432846
mountain,6.91,5.67,65.16,6.57,40.74,4.48,96.06,479.71,87.32891736278026,187.10585097377628
mountain,10.19,19.42,37.7,84.42,22.4,3.36,192.93,358.3,88.51860155235427,147.51182700951264
mountain,27.15,18.04,22.4,7.68,20.36,5.36,100.38,418.6,110.23582045826404,186.3767652112815
mountain,43.48,12.04,16.28,64.27,30.73,4.96,45.86,137.66,61.36170085889543,181.70128266010815
mountain,7.71,18.05,21.13,83.77,29.34,8.57,62.83,432.12,92.75275552222203,66.4169764158201
mountain,8.28,12.24,59.05,64.94,22.07,1.62,92.67,444.61,130.44107587715953,198.7076107584594
mountain,18.32,14.3,17.64,81.67,24.64,2.34,238.4,430.0,79.85149669841,132.97332121978138
mountain,98.34,10.77,15.8,8.78,23.91,3.38,166.83,399.06,117.41142807197716,68.99419184629716
mountain,8.55,17.62,23.75,27.75,35.35,5.56,47.78,38.62,108.1433814867671,197.97952975125304
mountain,5.61,9.53,55.04,17.73,29.64,9.05,289.54,365.49,92.4691392685981,63.25978655678367
mountain,15.69,18.3,15.89,57.59,35.36,8.45,232.72,110.44,88.04821135224798,64.42408266740571
mountain,90.17,34.22,19.87,63.3,20.43,8.2,116.87,442.21,68.47428125389969,182.6255872339043
mountain,9.76,12.74,27.69,16.8,47.13,5.1,27.52,48.31,119.42969556643317,25.959877587304035
mountain,44.01,22.43,16.05,61.22,18.69,7.17,65.88,252.13,84.8588023778376,37.362219364330215
mountain,35.85,21.22,18.08,57.58,17.2,2.56,258.31,136.95,122.29974978735461,195.77368504340728
mountain,53.14,22.54,7.34,60.17,33.56,8.29,134.52,108.89,76.79950606885627,132.87354479923624
mountain,7.64,7.5,24.94,37.06,33.65,5.89,44.0,149.89,83.01288413912897,104.69948086162576
mountain,9.59,13.32,36.49,72.51,19.18,7.12,131.12,25.97,138.31157748253455,73.89572348370004
mountain,5.94,8.93,35.15,11.52,39.06,3.95,295.58,275.57,124.8273158630182,119.07797310490143
mountain,7.9,5.42,76.06,70.35,39.52,9.04,188.35,342.3,81.57779120569091,126.14609608910823
mountain,9.54,16.92,35.08,26.1,28.23,7.97,247.08,320.43,121.64031460494962,169.33898072911677
mountain,8.45,14.77,52.43,48.41,24.17,2.51,231.9,363.83,75.81692134970945,119.3156100837405
mountain,112.54,34.09,14.58,37.36,40.39,9.25,79.45,297.17,109.19011486073315,142.27641634558418
mountain,7.41,9.57,65.26,81.83,25.28,2.37,86.27,337.53,103.40570338505827,31.771665589204147
mountain,9.02,11.23,30.58,34.47,25.78,3.78,187.16,403.29,74.10176557527461,103.28443251343957
mountain,51.59,16.96,15.29,20.67,25.4,4.95,225.93,377.1,107.77054055187884,31.550125122920033
mountain,9.18,13.66,20.66,66.38,20.59,5.48,33.89,152.44,77.58176777461534,126.69249277665234
mountain,17.49,20.53,33.28,89.63,35.46,2.5,108.26,199.46,81.49942605292334,43.01586469042684
mountain,32.81,18.83,11.97,69.15,14.63,6.92,101.96,25.35,107.19651343582598,106.43458222326223
mountain,11.19,6.76,41.68,1.71,16.84,3.84,39.93,438.62,76.98640986205234,134.09379495272717
mountain,47.36,20.51,24.44,70.62,29.44,2.06,150.45,341.85,90.3365208956036,42.074175721174015
mountain,42.68,16.42,18.48,19.14,11.14,4.87,40.49,81.59,84.39718811517974,55.61576040115611
mountain,19.76,22.29,22.99,47.71,36.39,4.16,249.59,110.63,126.11830364640335,65.44559689636696
mountain,71.65,24.16,7.72,81.45,49.73,1.93,139.84,341.33,129.96068990271593,164.7867492242403
mountain,86.75,30.08,11.97,0.11,18.59,6.12,140.46,470.38,92.13640586640108,40.066119291740925
mountain,6.59,6.08,45.53,66.84,45.15,2.95,188.23,489.45,76.6821387793229,195.47912269415858
mountain,9.94,15.91,48.98,37.39,49.35,8.19,292.66,100.14,69.94335982887694,164.81957816749937
mountain,74.3,10.33,13.28,70.24,23.45,8.61,270.73,245.38,83.89902728325663,138.0266580581502
mountain,8.21,7.59,24.11,19.04,17.22,7.55,73.79,100.01,72.98007530666072,68.83314695612799
mountain,4.43,9.14,41.48,33.25,35.63,4.87,213.78,499.25,88.25537172234267,77.56966974704312
mountain,56.43,36.75,8.66,33.59,46.24,6.0,112.52,47.19,74.47407281647577,109.46907432759426
mountain,49.91,12.83,13.03,59.01,37.54,4.41,33.94,109.25,126.46895259427959,132.3480139026978
mountain,11.94,18.2,40.61,79.03,27.06,6.89,188.27,60.71,134.75562166462282,173.54409441303886
mountain,8.04,6.94,43.34,20.07,39.48,8.12,98.09,61.07,77.6446460439335,193.2403669593562
mountain,28.66,18.92,12.71,20.08,14.72,6.98,223.3,83.31,112.9107961843209,66.13783867384129
mountain,16.5,13.19,36.94,6.28,12.83,8.77,148.74,397.83,112.42977554689496,51.532125893890054
mountain,6.67,7.69,49.07,3.66,45.48,5.82,93.08,358.37,79.05835928599728,49.50251282446984
mountain,9.97,22.93,24.38,25.92,39.55,6.08,177.66,186.06,87.07343753595762,111.84498321411971
mountain,9.6,13.0,67.06,33.19,21.57,1.89,149.64,172.13,83.43988073862849,122.66363201677824
mountain,14.46,10.27,39.95,24.01,10.36,4.0,263.14,215.18,95.38874871475664,47.13876782919871
mountain,114.62,24.66,8.56,37.63,37.52,5.3,158.15,65.4,87.78681182371935,109.99839885564975
mountain,7.14,5.09,42.54,41.81,15.42,8.96,105.59,181.48,76.05972063500788,163.03323843125156
mountain,8.26,4.81,79.06,14.64,23.33,7.78,58.36,366.02,71.70159091175782,23.47518918172597
mountain,10.62,19.16,30.7,81.19,44.17,2.83,211.68,411.85,117.34377857166335,41.36785541698788
mountain,55.81,21.3,17.77,22.87,36.18,6.02,243.79,300.03,97.29515423860511,143.76652781121524
mountain,54.49,10.32,22.13,68.15,13.38,6.08,274.44,399.46,118.6768675050775,103.22397470656625
mountain,7.59,6.74,34.36,9.11,36.0,9.57,109.08,52.34,84.67194799732795,22.608042988750938
mountain,5.99,4.39,63.89,9.61,47.61,3.57,197.1,447.5,109.3433423809148,74.24588676129197
mountain,46.45,26.48,8.19,79.78,21.12,1.41,77.15,186.78,110.65448262784871,108.27694954928803
mountain,11.06,18.42,23.66,87.04,30.97,6.69,79.63,358.16,100.1095488876193,43.917646041803025
mountain,9.17,17.31,25.16,79.74,27.51,8.78,268.03,446.34,106.01811494137179,90.2196726477837
mountain,4.01,8.71,59.49,17.0,18.02,9.79,156.45,148.92,69.99093169467731,168.0537937428994
mountain,9.15,12.94,31.62,32.5,49.36,5.43,292.85,273.93,109.56669239908247,84.86885138262352
mountain,49.92,14.49,5.01,47.98,40.91,9.86,180.84,154.94,74.92517136875031,90.28197512148273
mountain,4.39,4.47,67.8,41.48,24.7,4.79,52.56,295.92,81.55209241220298,91.09858591369778
mountain,6.38,12.16,62.08,35.97,15.46,7.89,199.05,99.16,97.33148801312888,111.25332601097206
mountain,5.55,11.46,56.09,57.76,15.43,2.39,175.0,330.86,113.10278640489474,20.648583679346764
mountain,45.62,20.74,12.91,59.64,38.33,1.73,146.2,179.79,96.35850078203167,106.61953424890191
mountain,34.92,23.91,24.8,53.04,35.86,2.17,96.41,251.91,114.70031996163722,111.19239358044575
mountain,15.28,24.78,25.4,43.53,29.05,8.97,286.4,490.53,104.52825389087786,35.366515562021
mountain,35.78,17.08,14.97,19.97,10.58,7.49,236.81,494.21,116.63157985562026,149.24851317026506
mountain,97.14,16.38,18.1,27.86,48.61,2.0,288.62,269.35,112.10660043771476,89.20610351915165
mountain,50.26,28.31,15.37,28.72,28.92,6.12,235.19,466.64,84.83077569084932,195.4965161093682
mountain,18.57,13.37,22.69,51.76,43.5,1.27,187.97,40.78,120.0193579587485,49.627379395612216
mountain,18.22,15.71,30.53,62.63,49.43,9.14,59.51,489.35,93.48064633240321,115.10545383807519
mountain,107.76,29.51,19.18,30.74,47.33,7.02,55.54,452.46,119.66783408424229,65.73063290368569
mountain,8.61,10.2,36.55,4.01,25.4,2.21,258.45,165.41,76.5163919610147,68.33256162266969
mountain,5.46,14.8,71.21,41.99,39.75,6.73,181.92,313.16,79.07742564146783,51.00297729987817
mountain,11.85,19.69,23.94,84.07,23.59,4.46,255.49,265.11,105.55666755888184,30.104905721001764
mountain,97.87,11.13,12.47,7.28,21.31,6.64,146.33,269.37,101.54263077976924,198.53624587576167
mountain,7.58,4.53,65.0,31.19,25.05,8.95,134.91,434.68,122.41810721879372,190.65768374781925
mountain,8.94,13.95,19.47,56.33,32.67,1.29,224.72,120.99,66.64567822776533,96.84985650727349
mountain,93.57,26.9,5.11,0.57,36.62,7.9,270.5,315.16,93.29379017924111,66.69192961011484
mountain,6.51,6.57,29.1,26.69,20.4,7.74,247.33,61.74,108.33283173627149,104.89445714368144
mountain,7.03,4.47,36.89,21.38,24.84,2.37,71.58,262.58,108.39668511694342,40.381358373506735
mountain,38.45,12.31,21.82,70.96,17.84,8.36,58.47,196.27,124.19611282771578,50.89738248942874
mountain,50.59,19.52,24.77,87.81,35.14,7.94,212.43,384.15,90.09323199184817,109.36758071662965
mountain,49.54,23.21,11.61,87.52,11.35,4.97,154.42,60.73,117.82671759716176,22.362163570744055
mountain,9.35,7.9,26.48,7.15,23.31,7.82,144.88,239.02,64.71153325216758,89.02954593498734
mountain,10.03,15.66,36.5,89.67,26.65,4.19,129.37,214.83,84.62366698347282,176.75056918863265
mountain,113.63,12.45,18.03,43.52,43.48,8.65,67.24,390.53,73.28110625268026,154.52268891909642
mountain,39.91,10.55,11.33,79.78,22.72,9.1,75.96,144.83,83.88835482005881,119.073361168288
mountain,9.31,10.08,26.03,84.25,43.16,2.68,146.48,188.36,94.8092387405771,156.1782074095111
mountain,13.0,8.67,17.14,61.94,23.93,6.95,237.8,383.86,108.97255307341591,114.12238856387621
mountain,5.69,4.76,79.28,81.75,42.82,1.82,48.65,412.16,93.81021124521693,70.06733218567894
mountain,10.4,23.44,33.71,15.64,14.14,7.84,94.36,29.41,81.89467614789066,153.3876443909465
mountain,7.11,12.5,38.89,10.16,49.17,2.47,82.97,26.73,97.40086955128501,114.79612681183538
mountain,37.77,14.4,21.9,26.56,47.98,2.66,288.36,27.45,91.71438928990707,64.52200830460806
mountain,9.76,12.05,18.57,84.66,29.88,5.18,211.95,344.73,125.57924448827153,123.22002548927972
mountain,9.36,8.57,71.74,16.56,12.08,9.68,222.67,109.09,89.25903011768114,157.87160562940102
mountain,8.63,8.71,63.12,38.87,23.39,2.62,102.08,224.95,107.62268673855279,182.78385918023287
mountain,17.66,13.62,30.77,81.93,47.23,5.96,95.06,327.05,74.96388793320011,32.47122931615639
