environment,avg_building_height_m,street_width_m,building_separation_m,street_orientation_deg,tx_antenna_height_m,rx_antenna_height_m,building_path_length_m,link_distance_m,path_loss_dB,delay_spread_ns
mountain,5.31,4.33,30.14,3.82,30.94,4.86,180.13,213.77,136.79489412253858,28.376929698522044
mountain,6.99,5.85,52.66,83.1,24.12,6.45,214.12,22.89,69.91311791105645,49.13122274021119
mountain,16.22,18.14,31.65,22.14,49.39,9.13,147.38,141.06,86.61180180340165,153.8962932371355
mountain,10.02,17.79,28.78,61.78,10.49,2.48,141.39,81.72,108.36971071864991,113.98178159282966
mountain,9.43,19.71,42.81,34.02,24.55,5.3,221.55,487.73,90.66194657396217,180.0471566526054
mountain,11.05,9.02,24.44,3.57,32.67,5.33,219.14,226.03,108.6167597744867,116.69878469790171
mountain,7.66,5.23,64.59,39.94,28.68,4.36,194.95,338.63,115.65481379141266,115.63649947309675
mountain,47.78,20.02,12.33,46.77,38.46,7.64,175.18,59.1,99.88126800129203,104.32262732626536
mountain,4.71,14.08,35.08,28.77,46.07,9.8,195.56,296.33,97.09648424656828,115.77005982498548
mountain,7.37,7.22,70.89,89.49,43.38,7.94,192.13,315.76,71.66328966881917,29.04290031479136
mountain,43.43,10.63,20.7,79.73,33.12,2.87,122.83,170.62,90.14088556572655,74.72607634149354
mountain,13.89,17.39,32.91,61.76,48.88,6.59,130.41,418.14,118.67873515191458,54.1015582644302
mountain,4.13,12.48,79.58,50.17,47.47,8.74,192.85,343.99,99.23994012726247,75.91784419948536
mountain,68.21,29.67,18.97,62.91,21.06,9.74,216.79,499.8,81.9284151658933,186.959443737976
mountain,18.83,24.97,35.69,44.38,33.66,1.29,295.95,247.84,107.63655683201932,128.3050491121083
mountain,67.31,34.67,7.33,80.39,33.15,6.4,135.17,276.81,121.31622559045971,69.37049609721166
mountain,6.18,18.5,39.62,0.41,15.85,7.54,181.03,349.35,116.12858141376681,119.92013044682842
mountain,15.11,12.58,24.23,60.74,27.22,4.76,158.14,259.53,99.13085730044348,46.195254368968975
mountain,88.48,10.3,18.46,83.87,24.56,5.95,253.67,214.49,102.62416891130786,151.7060995361434
mountain,55.43,15.49,10.91,61.33,35.64,9.41,255.48,368.1,122.81713198482569,162.8346763981911
mountain,8.35,12.13,20.2,0.94,24.12,8.57,90.65,113.75,115.55544351929464,130.3081576159909
mountain,44.22,17.89,19.58,12.24,36.12,1.35,85.94,100.25,122.62008815177214,98.6432549927686
mountain,9.86,9.31,73.75,54.09,29.6,6.74,272.28,160.25,113.66425336124215,63.190340086082806
mountain,8.15,7.22,41.04,17.63,32.68,3.75,29.14,120.79,109.25798940008737,21.32321411451679
mountain,10.61,10.27,27.09,57.66,32.67,3.56,98.91,178.57,90.32369365447373,62.66555204230466
mountain,4.13,5.29,71.19,85.77,49.2,9.36,190.51,61.21,75.02098659792006,136.0204315027786
mountain,7.22,11.62,48.1,37.88,41.28,3.84,20.47,158.54,136.26522530202442,118.41332029758678
mountain,49.3,18.0,12.82,53.03,11.96,7.18,62.88,381.74,113.3244098064868,106.62961241098515
mountain,14.84,23.99,23.32,44.09,48.7,2.81,299.17,221.76,89.56522707244469,195.63891771863837
mountain,8.06,18.83,31.02,3.42,17.11,2.49,70.22,323.62,112.79758309389413,150.50841631680203
mountain,5.39,10.15,52.98,8.36,10.81,2.59,170.5,209.43,94.26560743934192,94.16167805608238
mountain,6.81,6.53,55.1,20.87,40.1,3.92,196.26,103.9,107.0423752082354,66.2683293275189
mountain,4.37,13.89,34.45,66.69,13.91,9.37,49.37,475.42,105.28118904090998,62.54906877083921
mountain,4.21,12.1,42.37,7.9,17.48,6.72,24.77,170.33,120.24021489317678,153.8069599910617
mountain,14.65,15.82,23.61,65.85,43.36,5.41,27.56,413.84,126.25511231497823,148.6471554617786
mountain,16.83,23.59,36.21,1.99,40.2,5.64,290.09,53.38,90.71549276815297,67.20847748436967
mountain,16.29,13.23,26.25,27.49,39.25,3.97,281.99,275.77,102.06302856984345,109.9725659098671
mountain,4.95,14.34,48.55,39.05,24.95,7.86,27.8,383.83,72.28916893243853,66.60002555451692
mountain,114.87,33.36,19.48,81.7,41.34,5.24,151.66,297.88,84.87186394493415,87.92101066464876
mountain,29.38,17.02,23.42,65.3,36.63,3.56,155.66,227.96,91.85722806511308,134.51434891898992
mountain,9.14,18.58,35.95,2.54,24.15,3.26,84.81,192.51,75.257706686235,42.589898286064034
mountain,9.69,10.37,37.36,15.72,24.89,4.35,281.49,448.81,105.40845843850109,35.06800591688766
mountain,33.33,27.74,16.4,51.09,43.52,6.75,198.43,485.16,131.30973393632385,70.29993274923129
mountain,9.99,14.86,25.04,1.97,21.83,6.35,288.73,151.44,84.75045620509479,24.19809275560712
mountain,64.96,36.77,14.08,12.83,17.94,6.03,51.21,259.6,128.53745159333627,157.35489780612673
mountain,9.6,19.26,35.01,36.31,31.11,6.23,239.61,455.28,68.09543073309436,129.2285225345906
mountain,8.71,11.25,52.39,6.77,32.84,4.77,102.4,391.69,96.51767340145362,81.15993497333201
mountain,92.87,35.06,11.66,18.57,32.78,2.47,231.31,369.7,102.60821184362995,132.96628695439554
mountain,9.61,13.34,46.95,28.04,20.78,6.6,191.85,191.14,111.12509014360941,171.44176719772977
mountain,7.22,4.06,66.81,39.99,20.77,2.96,162.48,250.57,114.85229583032032,25.994017686962355
mountain,109.72,32.13,16.22,14.75,26.78,3.38,141.9,187.79,97.82635046556905,98.78200344260561
mountain,7.44,18.73,45.77,74.61,10.65,2.49,117.26,491.42,99.23676324699339,192.55964774619085
mountain,49.04,25.24,10.29,18.69,30.51,6.06,198.18,137.63,101.54255056033185,67.01537396085659
mountain,4.95,11.01,62.74,63.0,29.43,8.29,209.31,416.28,80.95256431466663,192.90913326312074
mountain,6.46,16.94,23.39,44.45,22.87,4.64,278.82,157.55,86.42823788428117,70.76551058520721
mountain,38.3,26.64,14.4,72.71,38.01,1.4,82.37,244.93,118.26823327020728,42.276716533278886
mountain,6.28,8.75,69.26,68.09,45.68,7.19,51.37,407.94,108.78409293369432,70.56070193010775
mountain,11.81,7.96,34.23,3.06,40.91,5.39,239.12,215.55,91.90398394587537,148.6591661223701
mountain,6.19,7.56,74.47,53.68,30.99,9.63,217.53,336.72,75.25649999101365,168.82512804697683
mountain,9.04,4.04,73.55,6.68,29.19,1.73,273.08,176.47,102.01875666593602,93.13178292161575
mountain,8.5,12.22,61.94,77.35,36.75,7.83,222.69,440.99,132.21009843523848,93.1168288980906
mountain,6.21,19.1,43.09,46.6,28.21,2.73,86.98,37.82,117.4204107424081,146.39649167230442
mountain,40.13,24.88,16.83,14.06,29.86,7.95,130.7,371.78,80.28065062939275,76.36785193603728
mountain,12.65,11.02,28.75,75.55,15.93,5.84,135.99,211.41,72.61957844034366,73.35100462578097
mountain,61.92,13.9,15.2,84.73,35.8,2.68,220.35,134.45,107.0624791193229,120.42813649950689
mountain,8.52,6.09,40.07,82.48,49.53,3.71,281.09,352.93,105.0870875309074,176.88026467008063
mountain,8.44,14.89,35.88,78.07,38.88,6.96,296.42,99.63,84.44105321523683,185.6262791764241
mountain,6.91,5.67,65.16,6.57,40.74,4.48,96.06,479.71,73.32572557612357,31.03453999997344
mountain,10.19,19.42,37.7,84.42,22.4,3.36,192.93,358.3,93.24197034053105,152.88905389549925
mountain,27.15,18.04,22.4,7.68,20.36,5.36,100.38,418.6,91.4775375037297,183.35454030405023
mountain,43.48,12.04,16.28,64.27,30.73,4.96,45.86,137.66,75.61371820074729,130.6288092620758
mountain,7.71,18.05,21.13,83.77,29.34,8.57,62.83,432.12,86.86975445543035,26.48239520147588
mountain,8.28,12.24,59.05,64.94,22.07,1.62,92.67,444.61,107.63754353923245,117.80111635453504
mountain,18.32,14.3,17.64,81.67,24.64,2.34,238.4,430.0,98.19373551563991,47.02825363665303
mountain,98.34,10.77,15.8,8.78,23.91,3.38,166.83,399.06,91.37205248247889,26.079628365770894
mountain,8.55,17.62,23.75,27.75,35.35,5.56,47.78,38.62,98.08253523275212,71.80161611262191
mountain,5.61,9.53,55.04,17.73,29.64,9.05,289.54,365.49,83.6240517815672,182.75401152718922
mountain,15.69,18.3,15.89,57.59,35.36,8.45,232.72,110.44,129.87907495617807,106.40710236439166
mountain,90.17,34.22,19.87,63.3,20.43,8.2,116.87,442.21,110.24560782374614,120.74386389071684
mountain,9.76,12.74,27.69,16.8,47.13,5.1,27.52,48.31,68.29089826183217,114.94915598502293
mountain,44.01,22.43,16.05,61.22,18.69,7.17,65.88,252.13,118.74169836759992,159.9338329764417
mountain,35.85,21.22,18.08,57.58,17.2,2.56,258.31,136.95,83.59715112681472,105.88851261223077
mountain,53.14,22.54,7.34,60.17,33.56,8.29,134.52,108.89,77.97695254373826,109.90717660450457
mountain,7.64,7.5,24.94,37.06,33.65,5.89,44.0,149.89,120.15335816090246,78.41864742617796
mountain,9.59,13.32,36.49,72.51,19.18,7.12,131.12,25.97,101.42606324446061,199.93200538946806
mountain,5.94,8.93,35.15,11.52,39.06,3.95,295.58,275.57,86.52590370797694,195.56499803174106
mountain,7.9,5.42,76.06,70.35,39.52,9.04,188.35,342.3,88.79486374647354,55.957078104982955
mountain,9.54,16.92,35.08,26.1,28.23,7.97,247.08,320.43,85.88925351225771,25.329074010340996
mountain,8.45,14.77,52.43,48.41,24.17,2.51,231.9,363.83,87.25337776953045,58.4049338267446
mountain,112.54,34.09,14.58,37.36,40.39,9.25,79.45,297.17,99.2957895376026,110.0118274920055
mountain,7.41,9.57,65.26,81.83,25.28,2.37,86.27,337.53,86.01990341034589,118.85786232175121
mountain,9.02,11.23,30.58,34.47,25.78,3.78,187.16,403.29,133.30835139603556,172.7462089012571
mountain,51.59,16.96,15.29,20.67,25.4,4.95,225.93,377.1,111.4608962846868,49.79470523029798
mountain,9.18,13.66,20.66,66.38,20.59,5.48,33.89,152.44,76.47844350478088,174.60153285526343
mountain,17.49,20.53,33.28,89.63,35.46,2.5,108.26,199.46,125.64460354139035,152.40549768579888
mountain,32.81,18.83,11.97,69.15,14.63,6.92,101.96,25.35,93.80978698098065,197.39251450207948
mountain,11.19,6.76,41.68,1.71,16.84,3.84,39.93,438.62,112.26223691789635,180.05974810377418
mountain,47.36,20.51,24.44,70.62,29.44,2.06,150.45,341.85,111.18889941323016,137.70870770515944
mountain,42.68,16.42,18.48,19.14,11.14,4.87,40.49,81.59,121.65011717376778,192.47267951697575
mountain,19.76,22.29,22.99,47.71,36.39,4.16,249.59,110.63,94.69794937852441,136.49154647443567
mountain,71.65,24.16,7.72,81.45,49.73,1.93,139.84,341.33,93.71539189569587,121.64251392626352
mountain,86.75,30.08,11.97,0.11,18.59,6.12,140.46,470.38,75.70476031316097,58.51548144030552
mountain,6.59,6.08,45.53,66.84,45.15,2.95,188.23,489.45,76.60636261175608,134.78094944465283
mountain,9.94,15.91,48.98,37.39,49.35,8.19,292.66,100.14,75.72527436469181,66.79148622957813
mountain,74.3,10.33,13.28,70.24,23.45,8.61,270.73,245.38,78.04555374048789,87.5133575742398
mountain,8.21,7.59,24.11,19.04,17.22,7.55,73.79,100.01,89.96789364978895,190.94483409153602
mountain,4.43,9.14,41.48,33.25,35.63,4.87,213.78,499.25,111.40323678118556,190.3398190252539
mountain,56.43,36.75,8.66,33.59,46.24,6.0,112.52,47.19,71.027850458968,71.83999430576998
mountain,49.91,12.83,13.03,59.01,37.54,4.41,33.94,109.25,80.19145442389195,178.2059903553435
mountain,11.94,18.2,40.61,79.03,27.06,6.89,188.27,60.71,105.81852616940951,83.74181859998977
mountain,8.04,6.94,43.34,20.07,39.48,8.12,98.09,61.07,70.09289479006789,143.03285704982687
mountain,28.66,18.92,12.71,20.08,14.72,6.98,223.3,83.31,113.71810157758048,90.8849264177784
mountain,16.5,13.19,36.94,6.28,12.83,8.77,148.74,397.83,116.34840968484903,71.75979031705108
mountain,6.67,7.69,49.07,3.66,45.48,5.82,93.08,358.37,123.91578536560515,127.39438779306717
mountain,9.97,22.93,24.38,25.92,39.55,6.08,177.66,186.06,93.39694443681816,88.18299639551515
mountain,9.6,13.0,67.06,33.19,21.57,1.89,149.64,172.13,121.40156562453369,41.64002052432714
mountain,14.46,10.27,39.95,24.01,10.36,4.0,263.14,215.18,110.86512831696308,154.37422446195777
mountain,114.62,24.66,8.56,37.63,37.52,5.3,158.15,65.4,72.29238682030727,105.5655787065863
mountain,7.14,5.09,42.54,41.81,15.42,8.96,105.59,181.48,74.57372494404382,141.39073545542146
mountain,8.26,4.81,79.06,14.64,23.33,7.78,58.36,366.02,66.31839281625987,185.51304157283857
mountain,10.62,19.16,30.7,81.19,44.17,2.83,211.68,411.85,110.61744160246849,100.61483709575765
mountain,55.81,21.3,17.77,22.87,36.18,6.02,243.79,300.03,71.71913340548146,87.39188458159816
mountain,54.49,10.32,22.13,68.15,13.38,6.08,274.44,399.46,87.4239894256547,105.5425620981296
mountain,7.59,6.74,34.36,9.11,36.0,9.57,109.08,52.34,99.195396111022,131.6568996418349
mountain,5.99,4.39,63.89,9.61,47.61,3.57,197.1,447.5,101.58533876822398,55.67054638130675
mountain,46.45,26.48,8.19,79.78,21.12,1.41,77.15,186.78,97.43591687136204,35.42827834107158
mountain,11.06,18.42,23.66,87.04,30.97,6.69,79.63,358.16,107.76025098803228,28.53079240385656
mountain,9.17,17.31,25.16,79.74,27.51,8.78,268.03,446.34,137.62615729159882,193.9260426075759
mountain,4.01,8.71,59.49,17.0,18.02,9.79,156.45,148.92,102.56440245043993,100.38529911564066
mountain,9.15,12.94,31.62,32.5,49.36,5.43,292.85,273.93,132.72314043320884,90.69828299782402
mountain,49.92,14.49,5.01,47.98,40.91,9.86,180.84,154.94,103.4696628147987,45.88140582955341
mountain,4.39,4.47,67.8,41.48,24.7,4.79,52.56,295.92,111.8861194587878,23.194057613457545
mountain,6.38,12.16,62.08,35.97,15.46,7.89,199.05,99.16,90.13268762948559,48.55191267765984
mountain,5.55,11.46,56.09,57.76,15.43,2.39,175.0,330.86,81.84425727880217,199.19187404515395
mountain,45.62,20.74,12.91,59.64,38.33,1.73,146.2,179.79,87.48997894071091,151.0214947215873
mountain,34.92,23.91,24.8,53.04,35.86,2.17,96.41,251.91,86.07119305798163,186.4425054781802
mountain,15.28,24.78,25.4,43.53,29.05,8.97,286.4,490.53,119.15046358784127,87.46377815609016
mountain,35.78,17.08,14.97,19.97,10.58,7.49,236.81,494.21,86.36519368526982,111.2360709151179
mountain,97.14,16.38,18.1,27.86,48.61,2.0,288.62,269.35,93.90612486678742,180.0036610905232
mountain,50.26,28.31,15.37,28.72,28.92,6.12,235.19,466.64,65.94004834172229,116.92363864497571
mountain,18.57,13.37,22.69,51.76,43.5,1.27,187.97,40.78,120.92880541156462,47.91265961955646
mountain,18.22,15.71,30.53,62.63,49.43,9.14,59.51,489.35,79.6977464557342,174.81903117659002
mountain,107.76,29.51,19.18,30.74,47.33,7.02,55.54,452.46,109.65311735065087,179.71825961646218
mountain,8.61,10.2,36.55,4.01,25.4,2.21,258.45,165.41,115.97762730870653,61.552686238579454
mountain,5.46,14.8,71.21,41.99,39.75,6.73,181.92,313.16,114.17851946203115,28.701880015818126
mountain,11.85,19.69,23.94,84.07,23.59,4.46,255.49,265.11,85.68965132014091,191.97605398620536
mountain,97.87,11.13,12.47,7.28,21.31,6.64,146.33,269.37,100.05037836187898,163.4553164529205
mountain,7.58,4.53,65.0,31.19,25.05,8.95,134.91,434.68,111.58915774129194,68.20203598543063
mountain,8.94,13.95,19.47,56.33,32.67,1.29,224.72,120.99,73.23551231897191,105.66419319074977
mountain,93.57,26.9,5.11,0.57,36.62,7.9,270.5,315.16,85.26506641563252,101.3898623928878
mountain,6.51,6.57,29.1,26.69,20.4,7.74,247.33,61.74,79.02885330453628,75.72824479506602
mountain,7.03,4.47,36.89,21.38,24.84,2.37,71.58,262.58,75.30060613810332,141.65398062924712
mountain,38.45,12.31,21.82,70.96,17.84,8.36,58.47,196.27,102.75230749984868,116.97654134218766
mountain,50.59,19.52,24.77,87.81,35.14,7.94,212.43,384.15,95.43651525233521,80.19496545667337
mountain,49.54,23.21,11.61,87.52,11.35,4.97,154.42,60.73,79.53847570335009,174.85720507521881
mountain,9.35,7.9,26.48,7.15,23.31,7.82,144.88,239.02,114.05775213107648,93.93238447898982
mountain,10.03,15.66,36.5,89.67,26.65,4.19,129.37,214.83,102.03184709402379,80.81712543856321
mountain,113.63,12.45,18.03,43.52,43.48,8.65,67.24,390.53,144.21526016150358,109.08801676780547
mountain,39.91,10.55,11.33,79.78,22.72,9.1,75.96,144.83,97.44124650469483,144.71196976192124
mountain,9.31,10.08,26.03,84.25,43.16,2.68,146.48,188.36,117.53783626866894,80.48788843994745
mountain,13.0,8.67,17.14,61.94,23.93,6.95,237.8,383.86,96.04961737997104,171.5272898361376
mountain,5.69,4.76,79.28,81.75,42.82,1.82,48.65,412.16,110.64701258576284,187.6180338198338
mountain,10.4,23.44,33.71,15.64,14.14,7.84,94.36,29.41,110.41731910426641,166.87241776138495
mountain,7.11,12.5,38.89,10.16,49.17,2.47,82.97,26.73,104.12246602655921,97.1808982203532
mountain,37.77,14.4,21.9,26.56,47.98,2.66,288.36,27.45,105.7061036439827,106.21367939999571
mountain,9.76,12.05,18.57,84.66,29.88,5.18,211.95,344.73,86.81715524986322,100.94261841921482
mountain,9.36,8.57,71.74,16.56,12.08,9.68,222.67,109.09,97.85734364620578,101.13106563858372
mountain,8.63,8.71,63.12,38.87,23.39,2.62,102.08,224.95,124.19500554243511,48.970275965016356
mountain,17.66,13.62,30.77,81.93,47.23,5.96,95.06,327.05,109.93893816658725,44.649400344419426
