environment,avg_building_height_m,street_width_m,building_separation_m,street_orientation_deg,tx_antenna_height_m,rx_antenna_height_m,building_path_length_m,link_distance_m,path_loss_dB,delay_spread_ns
rural,6.81,6.53,55.1,20.87,40.1,3.92,196.26,103.9,103.00109355594257,87.56032321631099
rural,4.37,13.89,34.45,66.69,13.91,9.37,49.37,475.42,77.33760764120588,26.29183025332659
rural,4.21,12.1,42.37,7.9,17.48,6.72,24.77,170.33,100.51085235409596,82.88501263523392
rural,14.65,15.82,23.61,65.85,43.36,5.41,27.56,413.84,77.69106722926642,66.23981607042941
rural,16.83,23.59,36.21,1.99,40.2,5.64,290.09,53.38,74.81510964779258,123.19080036032835
rural,16.29,13.23,26.25,27.49,39.25,3.97,281.99,275.77,83.39217066100184,121.47878711312381
rural,4.95,14.34,48.55,39.05,24.95,7.86,27.8,383.83,108.41544053736024,108.29234778008376
rural,114.87,33.36,19.48,81.7,41.34,5.24,151.66,297.88,71.15715511481756,29.88858669327384
rural,29.38,17.02,23.42,65.3,36.63,3.56,155.66,227.96,80.79606203350069,122.64166871861985
rural,9.14,18.58,35.95,2.54,24.15,3.26,84.81,192.51,67.09768080771387,42.51855826016553
rural,9.69,10.37,37.36,15.72,24.89,4.35,281.49,448.81,91.7344983491159,96.64925051516857
rural,33.33,27.74,16.4,51.09,43.52,6.75,198.43,485.16,71.57175576158994,73.25788570542079
rural,9.99,14.86,25.04,1.97,21.83,6.35,288.73,151.44,83.80661915530727,12.218842522566916
rural,64.96,36.77,14.08,12.83,17.94,6.03,51.21,259.6,108.70940898124041,31.678461167690802
rural,9.6,19.26,35.01,36.31,31.11,6.23,239.61,455.28,73.23199081426172,69.25761889931584
rural,8.71,11.25,52.39,6.77,32.84,4.77,102.4,391.69,54.747159544097194,113.91195915521655
rural,92.87,35.06,11.66,18.57,32.78,2.47,231.31,369.7,102.6856733503238,16.168246755138973
rural,9.61,13.34,46.95,28.04,20.78,6.6,191.85,191.14,111.73943140644306,55.63724286533878
rural,7.22,4.06,66.81,39.99,20.77,2.96,162.48,250.57,102.18511570698533,106.86870190229779
rural,109.72,32.13,16.22,14.75,26.78,3.38,141.9,187.79,97.31074290409428,100.20643044112735
rural,7.44,18.73,45.77,74.61,10.65,2.49,117.26,491.42,63.27416832057334,109.24726354658475
rural,49.04,25.24,10.29,18.69,30.51,6.06,198.18,137.63,101.90928817930092,41.46996496643993
rural,4.95,11.01,62.74,63.0,29.43,8.29,209.31,416.28,90.63613048444755,104.89688678519457
rural,6.46,16.94,23.39,44.45,22.87,4.64,278.82,157.55,75.06310509044252,141.9828808733314
rural,38.3,26.64,14.4,72.71,38.01,1.4,82.37,244.93,62.09213620624215,48.38646071255727
rural,6.28,8.75,69.26,68.09,45.68,7.19,51.37,407.94,79.24578611043385,18.640370627045453
rural,11.81,7.96,34.23,3.06,40.91,5.39,239.12,215.55,90.71066146715424,147.5571575778361
rural,6.19,7.56,74.47,53.68,30.99,9.63,217.53,336.72,84.42671030485444,67.66489130215469
rural,9.04,4.04,73.55,6.68,29.19,1.73,273.08,176.47,58.97438100774403,113.37218556337064
rural,8.5,12.22,61.94,77.35,36.75,7.83,222.69,440.99,98.10012774707506,100.63450728781032
rural,6.21,19.1,43.09,46.6,28.21,2.73,86.98,37.82,96.63099818078335,97.51995089443115
rural,40.13,24.88,16.83,14.06,29.86,7.95,130.7,371.78,71.29471519610429,108.38379352821067
rural,12.65,11.02,28.75,75.55,15.93,5.84,135.99,211.41,56.21366989314313,49.945537693536586
rural,61.92,13.9,15.2,84.73,35.8,2.68,220.35,134.45,65.21411058415231,44.094419024780045
rural,8.52,6.09,40.07,82.48,49.53,3.71,281.09,352.93,70.19839060637341,107.51977842045129
rural,8.44,14.89,35.88,78.07,38.88,6.96,296.42,99.63,73.01958950275319,131.7293727161731
rural,6.91,5.67,65.16,6.57,40.74,4.48,96.06,479.71,101.41496394737447,132.09516969978887
rural,10.19,19.42,37.7,84.42,22.4,3.36,192.93,358.3,104.55296847251407,24.604018430144535
rural,27.15,18.04,22.4,7.68,20.36,5.36,100.38,418.6,75.39706546518607,48.661839788700476
rural,43.48,12.04,16.28,64.27,30.73,4.96,45.86,137.66,101.25631779927484,51.48439199781557
rural,7.71,18.05,21.13,83.77,29.34,8.57,62.83,432.12,66.49883632243666,74.6241052538633
rural,8.28,12.24,59.05,64.94,22.07,1.62,92.67,444.61,87.1541089823406,78.93582648154262
rural,18.32,14.3,17.64,81.67,24.64,2.34,238.4,430.0,103.77464792688417,117.56867933832002
rural,98.34,10.77,15.8,8.78,23.91,3.38,166.83,399.06,101.72492443324464,132.8902088507939
rural,8.55,17.62,23.75,27.75,35.35,5.56,47.78,38.62,86.53944582350104,146.69122019979864
rural,5.61,9.53,55.04,17.73,29.64,9.05,289.54,365.49,102.30291659241881,96.82911378521852
rural,15.69,18.3,15.89,57.59,35.36,8.45,232.72,110.44,71.16902271175495,90.61583284631801
rural,90.17,34.22,19.87,63.3,20.43,8.2,116.87,442.21,106.31278420832123,117.0406242883522
rural,9.76,12.74,27.69,16.8,47.13,5.1,27.52,48.31,109.05769895242317,58.28141143235244
rural,44.01,22.43,16.05,61.22,18.69,7.17,65.88,252.13,113.68701381049219,146.50479845480982
rural,35.85,21.22,18.08,57.58,17.2,2.56,258.31,136.95,82.47610881778408,19.925154161235994
rural,53.14,22.54,7.34,60.17,33.56,8.29,134.52,108.89,86.87987173636229,14.304739011031526
rural,7.64,7.5,24.94,37.06,33.65,5.89,44.0,149.89,85.36541614415688,128.04865122019652
rural,9.59,13.32,36.49,72.51,19.18,7.12,131.12,25.97,91.68985138872338,29.77338762946153
rural,5.94,8.93,35.15,11.52,39.06,3.95,295.58,275.57,93.68088868581793,137.9718950681566
rural,7.9,5.42,76.06,70.35,39.52,9.04,188.35,342.3,62.97452248494131,65.8624064416625
rural,9.54,16.92,35.08,26.1,28.23,7.97,247.08,320.43,96.74020395466135,109.61926782009508
rural,8.45,14.77,52.43,48.41,24.17,2.51,231.9,363.83,99.79740649104579,127.88252994905038
rural,112.54,34.09,14.58,37.36,40.39,9.25,79.45,297.17,102.05793360865178,75.16708917694918
rural,7.41,9.57,65.26,81.83,25.28,2.37,86.27,337.53,93.51738987571193,149.70618482939054
rural,9.02,11.23,30.58,34.47,25.78,3.78,187.16,403.29,87.92462307980857,116.60231287662245
rural,51.59,16.96,15.29,20.67,25.4,4.95,225.93,377.1,57.36244973239602,131.26774704351706
rural,9.18,13.66,20.66,66.38,20.59,5.48,33.89,152.44,69.1725340430095,61.158545454353145
rural,17.49,20.53,33.28,89.63,35.46,2.5,108.26,199.46,105.99189636535468,146.20939412609303
rural,32.81,18.83,11.97,69.15,14.63,6.92,101.96,25.35,66.249493408416,72.28096338116956
rural,11.19,6.76,41.68,1.71,16.84,3.84,39.93,438.62,60.14590153634579,128.00919052855198
rural,47.36,20.51,24.44,70.62,29.44,2.06,150.45,341.85,88.57651986446682,26.10868547256021
rural,42.68,16.42,18.48,19.14,11.14,4.87,40.49,81.59,59.463875534355154,90.75886946033295
rural,19.76,22.29,22.99,47.71,36.39,4.16,249.59,110.63,62.07594517815143,13.405009740568905
rural,71.65,24.16,7.72,81.45,49.73,1.93,139.84,341.33,93.24601046100052,14.472920881295783
rural,86.75,30.08,11.97,0.11,18.59,6.12,140.46,470.38,96.91929770215799,106.684134588928
rural,6.59,6.08,45.53,66.84,45.15,2.95,188.23,489.45,100.59030447743518,35.8284196345356
rural,9.94,15.91,48.98,37.39,49.35,8.19,292.66,100.14,93.07647500038136,59.21471369667632
rural,74.3,10.33,13.28,70.24,23.45,8.61,270.73,245.38,108.94049314080667,44.56077147454834
rural,8.21,7.59,24.11,19.04,17.22,7.55,73.79,100.01,110.73241550180686,85.25951524108156
rural,4.43,9.14,41.48,33.25,35.63,4.87,213.78,499.25,60.0676933074467,20.108898630098892
rural,56.43,36.75,8.66,33.59,46.24,6.0,112.52,47.19,109.84260326714076,94.02889748608376
rural,49.91,12.83,13.03,59.01,37.54,4.41,33.94,109.25,114.37610929885362,108.07558925148935
rural,11.94,18.2,40.61,79.03,27.06,6.89,188.27,60.71,83.54971057202195,122.28896320921145
rural,8.04,6.94,43.34,20.07,39.48,8.12,98.09,61.07,102.23835746235928,16.767058433616725
rural,28.66,18.92,12.71,20.08,14.72,6.98,223.3,83.31,61.77262357845715,38.583118261701706
rural,16.5,13.19,36.94,6.28,12.83,8.77,148.74,397.83,71.64420260533167,74.5255541247761
rural,6.67,7.69,49.07,3.66,45.48,5.82,93.08,358.37,53.013202886154154,115.99502351327
rural,9.97,22.93,24.38,25.92,39.55,6.08,177.66,186.06,103.47111085108187,76.1660040298129
rural,9.6,13.0,67.06,33.19,21.57,1.89,149.64,172.13,60.86273685570907,19.30277042536207
rural,14.46,10.27,39.95,24.01,10.36,4.0,263.14,215.18,104.80581923706936,105.72519841393483
rural,114.62,24.66,8.56,37.63,37.52,5.3,158.15,65.4,99.94157025273081,77.00678363191318
rural,7.14,5.09,42.54,41.81,15.42,8.96,105.59,181.48,62.247176230313734,92.69474360277565
rural,8.26,4.81,79.06,14.64,23.33,7.78,58.36,366.02,108.17420912120585,80.78610183356778
rural,10.62,19.16,30.7,81.19,44.17,2.83,211.68,411.85,107.2276392073728,120.21084672416137
rural,55.81,21.3,17.77,22.87,36.18,6.02,243.79,300.03,93.05236526726401,121.05386574069627
rural,54.49,10.32,22.13,68.15,13.38,6.08,274.44,399.46,106.83130374599072,143.03085739775742
rural,7.59,6.74,34.36,9.11,36.0,9.57,109.08,52.34,78.34934481263714,128.6080189711732
rural,5.99,4.39,63.89,9.61,47.61,3.57,197.1,447.5,108.70003199436788,93.94924725041206
rural,46.45,26.48,8.19,79.78,21.12,1.41,77.15,186.78,93.12379584200185,56.14964873415255
rural,11.06,18.42,23.66,87.04,30.97,6.69,79.63,358.16,109.54773922412073,69.15755244814909
rural,9.17,17.31,25.16,79.74,27.51,8.78,268.03,446.34,69.11982030856245,50.32685549571874
rural,4.01,8.71,59.49,17.0,18.02,9.79,156.45,148.92,70.35151434273449,101.85021461827131
rural,9.15,12.94,31.62,32.5,49.36,5.43,292.85,273.93,108.37419536296778,69.22836473040914
rural,49.92,14.49,5.01,47.98,40.91,9.86,180.84,154.94,110.46788861447921,78.53228113561255
rural,4.39,4.47,67.8,41.48,24.7,4.79,52.56,295.92,73.08307512826521,58.09010608080497
rural,6.38,12.16,62.08,35.97,15.46,7.89,199.05,99.16,74.9828017887609,135.84685678598623
rural,5.55,11.46,56.09,57.76,15.43,2.39,175.0,330.86,114.27745790518955,81.71947503057049
rural,45.62,20.74,12.91,59.64,38.33,1.73,146.2,179.79,107.1196696264142,11.158339956036974
rural,34.92,23.91,24.8,53.04,35.86,2.17,96.41,251.91,107.37024749304648,146.25061762129187
rural,15.28,24.78,25.4,43.53,29.05,8.97,286.4,490.53,76.38593181498342,56.57022511040825
rural,35.78,17.08,14.97,19.97,10.58,7.49,236.81,494.21,92.006199408015,12.985043357987847
rural,97.14,16.38,18.1,27.86,48.61,2.0,288.62,269.35,64.12531772982261,67.33876415102544
rural,50.26,28.31,15.37,28.72,28.92,6.12,235.19,466.64,72.94534480306515,58.4701296390456
rural,18.57,13.37,22.69,51.76,43.5,1.27,187.97,40.78,108.4601825854927,141.15075201789563
rural,18.22,15.71,30.53,62.63,49.43,9.14,59.51,489.35,86.23193996886792,146.20495604161707
rural,107.76,29.51,19.18,30.74,47.33,7.02,55.54,452.46,89.39409775219997,17.220392142090702
rural,8.61,10.2,36.55,4.01,25.4,2.21,258.45,165.41,78.84308200939576,117.12820644419139
rural,5.46,14.8,71.21,41.99,39.75,6.73,181.92,313.16,96.31737104840171,147.81425199597422
rural,11.85,19.69,23.94,84.07,23.59,4.46,255.49,265.11,87.58972306889795,29.24256626362005
rural,97.87,11.13,12.47,7.28,21.31,6.64,146.33,269.37,84.06813670498728,24.381941280661447
rural,7.58,4.53,65.0,31.19,25.05,8.95,134.91,434.68,95.57733490239347,142.70877756521764
rural,8.94,13.95,19.47,56.33,32.67,1.29,224.72,120.99,87.82506554735886,34.69156044547763
rural,93.57,26.9,5.11,0.57,36.62,7.9,270.5,315.16,71.2523098756502,75.7561954438807
rural,6.51,6.57,29.1,26.69,20.4,7.74,247.33,61.74,79.21154503847187,27.84819817360537
rural,7.03,4.47,36.89,21.38,24.84,2.37,71.58,262.58,66.90349927855608,26.027666761829238
rural,38.45,12.31,21.82,70.96,17.84,8.36,58.47,196.27,95.90578110434087,51.358048093832984
rural,50.59,19.52,24.77,87.81,35.14,7.94,212.43,384.15,107.83685174585466,50.38288995711966
rural,49.54,23.21,11.61,87.52,11.35,4.97,154.42,60.73,70.26218634858394,147.09326598863868
rural,9.35,7.9,26.48,7.15,23.31,7.82,144.88,239.02,69.29839447645082,90.41629567517913
rural,10.03,15.66,36.5,89.67,26.65,4.19,129.37,214.83,82.22338694571685,73.09534604297315
rural,113.63,12.45,18.03,43.52,43.48,8.65,67.24,390.53,98.70748737091795,145.31489110242958
rural,39.91,10.55,11.33,79.78,22.72,9.1,75.96,144.83,58.83304039448207,144.47823734608332
rural,9.31,10.08,26.03,84.25,43.16,2.68,146.48,188.36,51.48543905342902,104.56065597813542
rural,13.0,8.67,17.14,61.94,23.93,6.95,237.8,383.86,106.74271230531626,58.14895934609457
rural,5.69,4.76,79.28,81.75,42.82,1.82,48.65,412.16,60.29871220069268,26.406402320650663
rural,10.4,23.44,33.71,15.64,14.14,7.84,94.36,29.41,78.38937776264741,47.9914320591802
rural,7.11,12.5,38.89,10.16,49.17,2.47,82.97,26.73,94.8525454882228,93.21379647057245
rural,37.77,14.4,21.9,26.56,47.98,2.66,288.36,27.45,62.87796067237134,53.043360204566966
rural,9.76,12.05,18.57,84.66,29.88,5.18,211.95,344.73,57.88113474404375,141.28599245996355
rural,9.36,8.57,71.74,16.56,12.08,9.68,222.67,109.09,89.84494446767711,20.119746951432592
rural,8.63,8.71,63.12,38.87,23.39,2.62,102.08,224.95,84.07916620153301,107.79281653877524
rural,17.66,13.62,30.77,81.93,47.23,5.96,95.06,327.05,55.346393730253034,31.856547160464014
